criterion,constraints,parameters,algorithm,value
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_SLSQP,-7.571304472264728e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_SLSQP,2.426632779920722e-24
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_SLSQP,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_SLSQP,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_SLSQP,1.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_SLSQP,1.462703561112845e-23
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_SLSQP,9.12150379725668e-24
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_SLSQP,-7.788660133511982e-09
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_SLSQP,2.333333302840076
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_SLSQP,2.666666649184201
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_SLSQP,0.9999999999999998
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_SLSQP,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_SLSQP,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_SLSQP,-8.212571733778873e-09
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_SLSQP,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_SLSQP,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_SLSQP,1.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,1.3333333274789334
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.3333333362605333
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,-1.0835045204798943e-08
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,1.1851851810846656
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.4074074094576672
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,1.7037037001298652
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,0.5714285608635109
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.7142857195682446
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,-6.175992606216596e-09
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,1.1861610194085248
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.4069194902957376
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,1.9794291287136014
sum_of_squares_v1,[],x_1,scipy_TNC,-1.3040330507196217e-05
sum_of_squares_v1,[],x_2,scipy_TNC,3.117156729813855e-07
sum_of_squares_v1,[],x_3,scipy_TNC,-8.221933377549219e-06
trid,[],x_1,scipy_TNC,2.999929208702978
trid,[],x_2,scipy_TNC,3.999909424653124
trid,[],x_3,scipy_TNC,2.999922717412107
rotated_hyper_ellipsoid,[],x_1,scipy_TNC,4.1204401213843676e-07
rotated_hyper_ellipsoid,[],x_2,scipy_TNC,3.701496657529256e-08
rotated_hyper_ellipsoid,[],x_3,scipy_TNC,7.065763386481081e-07
rosenbrock_v2,[],x_1,scipy_TNC,1.0013911880031894
rosenbrock_v2,[],x_2,scipy_TNC,1.0028366097158068
rosenbrock_v2,[],x_3,scipy_TNC,1.0058188136393371
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,6.306868133552775e-06
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,-5.6247303651213955e-06
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,2.6666665412564097
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,2.3333333928614275
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,-5.474273084968817e-08
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,-3.81774138629058e-07
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,0.9999981295960781
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,0.999995560932543
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.6667271898682833
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.33327281013171667
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,3.855391620621873e-06
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.2727409073738463
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.7272590926261537
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,1.3636328078278377
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.3999784165691176
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.6000215834308824
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,-1.9458264901572875e-05
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.6175638474038623
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.3824361525961378
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,0.14625545430160258
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,-6.448829914518228e-09
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,-7.936535872943296e-09
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,-7.936535872943296e-09
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,2.666666628336566
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,3.3333332744694903
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,3.3333332744694903
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,9.583510476307566e-07
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,-5.389109041864515e-05
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,9.649839465808441e-05
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,0.99999996721997
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,0.9999999851345749
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,0.9999999851345749
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,4.062274094884799e-08
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,-2.489464745458747e-08
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,-1.5193268865232312e-10
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,3.333333477517948
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,3.333333477517948
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,2.66666689111872
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,3.8094639944752373e-06
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,-2.3271227578280929e-07
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,1.7872826601372793e-05
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,0.9995589244102063
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,0.9991220394221652
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,0.9982374663913491
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,3.725300840915848e-09
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,3.725300840915848e-09
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,3.725300840915848e-09
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,2.999999995860798
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,2.999999995860798
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,2.999999995860798
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,3.725300840915848e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,3.725300840915848e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,3.725300840915848e-09
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,0.010208418101593609
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,0.010208418101593609
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,0.010208418101593609
sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,1.0316317838385136e-09
sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,1.0316317838385136e-09
sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,5.272436529427469e-09
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,3.3334397112734377
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,3.3334397112734377
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,2.66681913299088
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,4.646103984617579e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,4.646103984617579e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,2.139521133096546e-09
rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,0.9999999646378511
rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,0.9999999646378511
rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,0.9999999258265544
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,0.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,7.46557771158507e-09
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,0.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,1.4999999811033045
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,1.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,1.4999999811033045
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,7.44692275511789e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,0.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,1.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,0.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,0.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,7.4438754049666045e-09
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,2.333333398291631
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,2.666666631550755
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,1.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,7.443835492448869e-09
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,1.0
rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,1.0
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.3333296243320596
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.33333518783397
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,-2.6095176610674287e-06
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.1852208343138897
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.4073895828430552
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,1.70372827002937
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,0.5714284709960511
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.7142857645019745
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,-5.733012469200105e-07
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.186161620258537
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.4069191898707314
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,1.9794215920480212
sum_of_squares_v1,[],x_1,scipy_L-BFGS-B,2.1435140971213727e-07
sum_of_squares_v1,[],x_2,scipy_L-BFGS-B,-1.8035906843346494e-09
sum_of_squares_v1,[],x_3,scipy_L-BFGS-B,-2.0545155416254075e-08
trid,[],x_1,scipy_L-BFGS-B,2.9999997839529295
trid,[],x_2,scipy_L-BFGS-B,3.9999991191056847
trid,[],x_3,scipy_L-BFGS-B,2.9999993771286038
rotated_hyper_ellipsoid,[],x_1,scipy_L-BFGS-B,-2.0908928792308977e-08
rotated_hyper_ellipsoid,[],x_2,scipy_L-BFGS-B,-8.85120440770577e-08
rotated_hyper_ellipsoid,[],x_3,scipy_L-BFGS-B,2.6677365450665283e-07
rosenbrock_v2,[],x_1,scipy_L-BFGS-B,0.9999973136491507
rosenbrock_v2,[],x_2,scipy_L-BFGS-B,0.9999946277044689
rosenbrock_v2,[],x_3,scipy_L-BFGS-B,0.9999892514190168
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,-6.0294785939225826e-09
sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,6.6010460268457055e-09
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,2.6666666548009275
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,2.3333333220194885
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,-6.349120847126688e-10
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,-3.0016894931456095e-08
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,0.9999999812570962
rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,0.9999999044895455
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.6666637041557365
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.3333362958442635
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,-9.44198507246601e-09
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.2727270807600064
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.7272729192399936
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,1.363636597515746
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.39999998423109134
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.6000000157689086
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,-2.5388207603464565e-09
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.6175634369039732
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.3824365630960267
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,0.14625771701420237
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,2.221258753785059e-07
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,1.992790266175013e-07
sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,1.992790266175013e-07
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,2.66666411576127
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,3.333328416022569
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,3.333328416022569
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,-1.8553614349240576e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,4.8705510697901715e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,4.8705510697901715e-08
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,0.9999981828114607
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,0.999996297005515
rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,0.999996297005515
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,7.166063411411115e-07
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,7.166063411411115e-07
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,-8.323196468434617e-07
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,3.333335026714687
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,3.333335026714687
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,2.666666740999406
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,2.379809822875509e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,-8.95202274043605e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,1.5485184461852909e-07
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,0.9999992048595432
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,0.99999844476113
rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,0.9999969221492743
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_L-BFGS-B,1.8732888129591174e-08
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_L-BFGS-B,1.8732888129591174e-08
sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_L-BFGS-B,1.8732888129591174e-08
