criterion,constraints,parameters,algorithm,value
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,0.5714285608635109
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.7142857195682446
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,-6.175992606216596e-09
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_SLSQP,1.1861610194085248
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_SLSQP,1.4069194902957376
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_SLSQP,1.9794291287136012
sum_of_squares,[],x_1,scipy_TNC,-1.3040330507196214e-05
sum_of_squares,[],x_2,scipy_TNC,3.117156729813855e-07
sum_of_squares,[],x_3,scipy_TNC,-8.221933377549219e-06
trid,[],x_1,scipy_TNC,2.999929208702978
trid,[],x_2,scipy_TNC,3.9999094246531235
trid,[],x_3,scipy_TNC,2.999922717412107
rotated_hyper_ellipsoid,[],x_1,scipy_TNC,4.120440121384368e-07
rotated_hyper_ellipsoid,[],x_2,scipy_TNC,3.701496657529256e-08
rotated_hyper_ellipsoid,[],x_3,scipy_TNC,7.065763386481081e-07
rosenbrock,[],x_1,scipy_TNC,1.0013911880031894
rosenbrock,[],x_2,scipy_TNC,1.0028366097158068
rosenbrock,[],x_3,scipy_TNC,1.0058188136393371
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,6.306868133552775e-06
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,-5.6247303651213955e-06
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,2.6666665412564097
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,2.3333333928614275
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,-5.474273084968816e-08
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,-3.81774138629058e-07
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_TNC,1.0
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_TNC,0.999998129596078
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_TNC,0.9999955609325429
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.6667271898682833
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.3332728101317167
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,3.855391620621874e-06
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.2727409073738463
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.7272590926261537
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,1.3636328078278377
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.3999784165691176
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.6000215834308824
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,-1.9458264901572875e-05
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_TNC,0.6175638474038623
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_TNC,0.3824361525961378
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_TNC,0.14625545430160258
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,-6.448829914518228e-09
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,-7.936535872943296e-09
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,-7.936535872943296e-09
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,2.6666666283365656
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,3.3333332744694903
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,3.3333332744694903
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,9.583510476307566e-07
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,-5.389109041864515e-05
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,9.64983946580844e-05
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_TNC,0.99999996721997
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_TNC,0.9999999851345748
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_TNC,0.9999999851345748
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,4.062274094884799e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,-2.489464745458747e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,-1.5193268865232312e-10
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,3.333333477517948
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,3.333333477517948
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,2.6666668911187204
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,3.8094639944752365e-06
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,-2.327122757828093e-07
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,1.7872826601372793e-05
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_TNC,0.9995589244102064
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_TNC,0.9991220394221652
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_TNC,0.9982374663913492
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,3.725300840915848e-09
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,3.725300840915848e-09
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,3.725300840915848e-09
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,2.9999999958607986
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,2.9999999958607986
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,2.9999999958607986
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,3.725300840915848e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,3.725300840915848e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,3.725300840915848e-09
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_TNC,0.010208418101593607
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_TNC,0.010208418101593607
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_TNC,0.010208418101593607
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,1.0316317838385136e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,1.0316317838385136e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,5.272436529427469e-09
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,3.3334397112734377
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,3.3334397112734377
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,2.66681913299088
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,4.646103984617579e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,4.646103984617579e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,2.139521133096546e-09
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_TNC,0.9999999646378512
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_TNC,0.9999999646378512
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_TNC,0.9999999258265544
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,0.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,7.46557771158507e-09
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,0.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,1.4999999811033045
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,1.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,1.4999999811033045
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,7.44692275511789e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,0.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_TNC,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_TNC,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_TNC,1.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,0.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,0.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,7.4438754049666045e-09
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,2.333333398291631
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,2.666666631550755
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,1.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,0.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,7.443835492448869e-09
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,scipy_TNC,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,scipy_TNC,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,scipy_TNC,1.0
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.3333296243320596
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.33333518783397
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,-2.6095176610674287e-06
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.1852208343138897
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.4073895828430552
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,1.70372827002937
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,0.5714284709960511
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.7142857645019745
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,-5.733012469200105e-07
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,scipy_TNC,1.186161620258537
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,scipy_TNC,1.4069191898707314
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,scipy_TNC,1.9794215920480207
sum_of_squares,[],x_1,scipy_L-BFGS-B,2.1435140971213727e-07
sum_of_squares,[],x_2,scipy_L-BFGS-B,-1.8035906843346492e-09
sum_of_squares,[],x_3,scipy_L-BFGS-B,-2.0545155416254075e-08
trid,[],x_1,scipy_L-BFGS-B,2.999999783952929
trid,[],x_2,scipy_L-BFGS-B,3.9999991191056847
trid,[],x_3,scipy_L-BFGS-B,2.999999377128604
rotated_hyper_ellipsoid,[],x_1,scipy_L-BFGS-B,-2.0908928792308977e-08
rotated_hyper_ellipsoid,[],x_2,scipy_L-BFGS-B,-8.851204407705769e-08
rotated_hyper_ellipsoid,[],x_3,scipy_L-BFGS-B,2.6677365450665283e-07
rosenbrock,[],x_1,scipy_L-BFGS-B,0.9999973136491508
rosenbrock,[],x_2,scipy_L-BFGS-B,0.9999946277044688
rosenbrock,[],x_3,scipy_L-BFGS-B,0.9999892514190168
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,-6.029478593922583e-09
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,6.601046026845706e-09
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,2.6666666548009275
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,2.3333333220194885
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,-6.349120847126688e-10
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,-3.001689493145609e-08
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,scipy_L-BFGS-B,1.0
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,scipy_L-BFGS-B,0.9999999812570962
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,scipy_L-BFGS-B,0.9999999044895456
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.6666637041557365
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.3333362958442635
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,-9.44198507246601e-09
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.2727270807600064
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.7272729192399936
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,1.3636365975157458
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.39999998423109134
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.6000000157689086
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,-2.5388207603464565e-09
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,scipy_L-BFGS-B,0.6175634369039732
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,scipy_L-BFGS-B,0.3824365630960267
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,scipy_L-BFGS-B,0.14625771701420234
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,2.221258753785059e-07
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,1.992790266175013e-07
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,1.992790266175013e-07
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,2.66666411576127
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,3.333328416022569
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,3.333328416022569
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,-1.8553614349240576e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,4.870551069790172e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,4.870551069790172e-08
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,scipy_L-BFGS-B,0.9999981828114608
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,scipy_L-BFGS-B,0.999996297005515
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,scipy_L-BFGS-B,0.999996297005515
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,7.166063411411115e-07
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,7.166063411411115e-07
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,-8.323196468434617e-07
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,3.333335026714687
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,3.333335026714687
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,2.6666667409994056
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,2.379809822875509e-09
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,-8.95202274043605e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,1.5485184461852909e-07
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,scipy_L-BFGS-B,0.9999992048595432
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,scipy_L-BFGS-B,0.9999984447611301
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,scipy_L-BFGS-B,0.9999969221492744
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_L-BFGS-B,1.8732888129591174e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_L-BFGS-B,1.8732888129591174e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_L-BFGS-B,1.8732888129591174e-08
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_L-BFGS-B,2.999999968396568
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_L-BFGS-B,2.999999968396568
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_L-BFGS-B,2.999999968396568
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_L-BFGS-B,1.8732888129591174e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_L-BFGS-B,1.8732888129591174e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_L-BFGS-B,1.8732888129591174e-08
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,scipy_L-BFGS-B,0.010208416492292326
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,scipy_L-BFGS-B,0.010208416492292326
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,scipy_L-BFGS-B,0.010208416492292326
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_L-BFGS-B,5.9896198541356224e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_L-BFGS-B,5.9896198541356224e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_L-BFGS-B,-4.922318244820356e-09
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_L-BFGS-B,3.3333333284135995
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_L-BFGS-B,3.3333333284135995
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_L-BFGS-B,2.666666761544662
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_L-BFGS-B,6.572667674009658e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_L-BFGS-B,6.572667674009658e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_L-BFGS-B,-1.5796213614915903e-08
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,scipy_L-BFGS-B,0.9999999568114084
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,scipy_L-BFGS-B,0.9999999568114084
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,scipy_L-BFGS-B,0.999999935399582
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_L-BFGS-B,0.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_L-BFGS-B,7.86599326346099e-09
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_L-BFGS-B,0.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_L-BFGS-B,1.4999999932040762
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,scipy_L-BFGS-B,1.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,scipy_L-BFGS-B,1.4999999932040762
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,scipy_L-BFGS-B,0.0
